acc.date,aircraft_type,operator,fatalities,damage
2021-10-19,Rockwell Sabreliner 60,private,0,sub
2021-10-19,McDonnell Douglas MD-87,987 Investments LLC,0,w/o
2021-10-22,Embraer EMB-500 Phenom 100,Scout About LLC,0,sub
2021-10-22,Cessna 208B Supervan 900,Alaska Seaplanes,0,sub
2021-10-23,Embraer ERJ-175LR,"Envoy Air, opf American Eagle",0,non
2021-10-25,Cessna 208 Caravan I,Smart Cakrawala Aviation,1,w/o
2021-10-29,Cessna 208B Grand Caravan,Reven Global Transpor,0,w/o
2021-10-30,Beechcraft 200 King Air,"PAL Airlines, opf EHS LifeFlight Services",0,sub
2021-11-01,de Havilland Canada DHC-6 Twin Otter 300,Air Tindi,0,sub
2021-11-02,Antonov An-26,"Optimum Aviation, opf Euro Airlines",5,w/o
2021-11-03,Beechcraft Super King Air,private,0,w/o
2021-11-03,Antonov An-12BK,Grodno Aircompany,9,w/o
2021-11-03,Transall C-160NG,Safe Air Company (SAC),0,w/o
2021-11-05,Gulfstream ?,private,0,w/o
2021-11-05,Gulfstream Aerospace G-1159A Gulfstream III,private,0,w/o
2021-11-06,Antonov An-2R,Asociatia Club Sportiv Skydiving Center,0,sub
2021-11-13,Britten-Norman BN-2A-6 Islander,Island Airways,4,w/o
2021-11-14,IAI 1125 Astra SP,EMD Astra Holdings LLC,0,sub
2021-11-21,Bombardier BD-100-1A10 Challenger 350,NetJets,0,non
2021-11-25,Airbus A320-251N,Azul Linhas Aéreas Brasileiras,0,non
2021-11-28,Beechcraft 200 Super King Air,Western Wings Corp,0,sub
2021-11-29,Boeing 747-4B5F,Kalitta Air,0,sub
2021-12-01,Cessna 510 Citation Mustang,private,0,sub
2021-12-01,Cessna 208 Caravan I,Lake & Peninsula Airlines,0,sub
2021-12-05,Airbus A350-941,Air Caraïbes Atlantique,0,non
2021-12-05,Cessna 560XL Citation Excel,Air Charter Scotland Ltd.,0,sub
2021-12-10,Swearingen SA-226AT Merlin IV,Castle Aviation,1,w/o
2021-12-11,Boeing 737-8AS (WL),Ryanair,0,non
2021-12-12,Airbus A320-251N,Frontier Airlines,0,sub
2021-12-14,Embraer EMB-500 Phenom 100,Dimed SA Distribuidora da Medicamentos,0,sub
2021-12-15,Gulfstream G-IVSP,Helidosa Aviation Group,9,w/o
2021-12-17,Beechcraft B200 Super King Air,Keewatin Air,0,sub
2021-12-20,Cessna 525 CitationJet,Cottingham & Butler Insurance Services,0,sub
2021-12-21,Airbus A321-271NX,JetBlue Airways,0,non
2021-12-21,Learjet 35A,private,0,w/o
2021-12-21,Cessna 208B Super Cargomaster,Martinaire,0,w/o
2021-12-23,Shorts 360-300,Malu Aviation,5,w/o
2021-12-25,Airbus A330-343,Air Canada,0,sub
2021-12-27,Learjet 35A,Aeromedevac Air Ambulance,4,w/o
2021-12-28,Beechcraft A100 King Air,Sky-Bound Aviation LLC,0,sub
2021-12-28,Cessna 208B Grand Caravan,Halsted Aviation Corporation (HAC),0,w/o
2021-12-30,Embraer ERJ-170SE,"United Express, opb Republic Airlines",0,sub
2021-12-30,Airbus A330-303,THY Turkish Airlines,0,min
2021-12-30,Beechcraft 300 Super King Air,"Empresas Ginro, S.A.",0,w/o
2021-12-31,IRMA/Pilatus Britten-Norman BN-2T Islander,Royal Moroccan Gendarmerie,0,unk
2020-01-01,Gulfstream G IV,Executive Charters Inc,0,non
2020-01-02,Antonov An-12A,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),18,w/o
2020-01-03,Hawker 900XP,Million Air San Juan,0,sub
2020-01-03,Harbin Y-12-II,Sri Lanka Air Force,4,w/o
2020-01-04,Beechcraft B200 King Air,"L.C. Whitford Co., Inc.",0,sub
2020-01-05,de Havilland Canada DHC-8-202Q,US Special Operations Command (USSOCOM),0,w/o
2020-01-05,Beechcraft B300 King Air 350,L3 Technologies,2,w/o
2020-01-08,Boeing 737-823 (WL),American Airlines,0,sub
2020-01-08,Boeing 737-8KV (WL),Ukraine International Airlines,176,w/o
2020-01-09,Lockheed C-130BZ Hercules,South African Air Force - SAAF,0,sub
2020-01-10,Airbus A320-232,United Airlines,0,non
2020-01-10,Airbus A321-231 (WL),Nordwind Airlines,0,sub
2020-01-12,Boeing 737-8Q8 (WL),Jin Air,0,non
2020-01-13,Airbus A320-214,Finnair,0,non
2020-01-16,Airbus A380-861,Emirates,0,non
2020-01-16,Beechcraft B200 King Air,LifeMed Alaska,0,w/o
2020-01-19,Fairchild SA227-AC Metro III,Perimeter Aviation,0,sub
2020-01-20,Boeing 767-232 (BDSF),West Air Sweden,0,sub
2020-01-20,de Havilland Canada DHC-8-314 Dash 8,Air Inuit,0,sub
2020-01-23,Cessna S550 Citation S/II,South African Civil Aviation Authority,3,w/o
2020-01-23,Lockheed EC-130Q Hercules,Coulson Aviation,3,w/o
2020-01-24,Gulfstream G150,Compass Aviation LLC,0,sub
2020-01-27,Bombardier E-11A (Global Express),US Air Force (USAF),2,w/o
2020-01-27,McDonnell Douglas MD-83,Caspian Airlines,0,w/o
2020-01-28,Boeing 737-6CT,WestJet,0,sub
2020-01-28,Boeing 737-76N (WL),WestJet,0,sub
2020-01-30,Hawker 900XP,ALE - Aerolineas Ejecutivas,0,w/o
2020-01-31,Bombardier DHC-8-402Q Dash 8,WestJet Encore,0,sub
2020-02-01,Boeing 747-412F (SCD),"ACT Airlines, opf Saudi Arabian Airlines",0,sub
2020-02-02,Airbus A380-861,Emirates,0,non
2020-02-03,Boeing 747-412 (BCF),Kalitta Air,0,sub
2020-02-03,Boeing 767-375ER,Air Canada,0,min
2020-02-04,Cessna 208B Grand Caravan,Grant Aviation,0,sub
2020-02-05,Boeing 737-86J (WL),Pegasus Airlines,3,w/o
2020-02-06,Cessna 208B Grand Caravan,Redding Aero Enterprises Inc.,0,sub
2020-02-07,Bombardier CRJ-900LR,"PSA Airlines, opf American Eagle",0,sub
2020-02-07,Cessna 208B Super Cargomaster,"Mountain Air Cargo, opf FedEx",0,sub
2020-02-07,Boeing 757-256 (WL),Icelandair Flugfélag Islands,0,unk
2020-02-08,Beechcraft 200 Super King Air,Transportes Torreon,0,w/o
2020-02-08,Cessna 501 Citation I/SP,Remonia Air,4,w/o
2020-02-09,Boeing 737-524 (WL),Utair,0,sub
2020-02-12,Cessna 560 Citation Encore,SC Cole Aviation LLC,0,sub
2020-02-14,Cessna 208 Caravan I,Mission Aviation Fellowship - MAF,0,sub
2020-02-15,Boeing 737-8KN (WL),Eastar Jet,0,non
2020-02-20,Cessna 510 Citation Mustang,Private,0,sub
2020-02-20,Beechcraft B200 King Air,"Lauren Engineers & Constructors, Inc.",3,w/o
2020-02-20,Antonov An-2T,T-Cement,0,sub
2020-02-21,de Havilland Canada DHC-3T Vazar Turbine Otter,Harbour Air,0,sub
2020-02-23,Bombardier CL-600-2B16 Challenger 605,Canadian Pacific Railway Company,0,sub
2020-02-24,de Havilland Canada DHC-6 Twin Otter 300,Trans Maldivian Airways,0,sub
2020-02-24,Fairchild SA227-DC Metro 23,"Bearskin Airlines, opb Perimeter Aviation",0,sub
2020-02-25,Boeing 737-301 (BDSF),Trigana Air Service,0,sub
2020-02-25,Learjet 55,Expectra Aviation Inc.,0,sub
2020-02-26,Antonov An-2P,Orlan 2000,0,w/o
2020-02-27,Dassault Falcon 50,private,0,w/o
2020-02-28,Airbus A300B4-203 (F),Sigma Airlines,0,sub
2020-02-29,Learjet 35A,East Coast Jets,0,sub
2020-03-03,Dassault Falcon 7X,private,0,sub
2020-03-03,Cessna 560 Citation Encore,private,0,sub
2020-03-03,Cirrus SF50 Vision Jet,BBR Air,0,sub
2020-03-03,Learjet 55,Jetleg Management,0,sub
2020-03-03,Beechcraft 200 Super King Air,AT Aero LLC,0,sub
2020-03-03,Beechcraft 200 Super King Air,Executive Business Aviation Inc,0,sub
2020-03-03,Bombardier BD-100-1A10 Challenger 300,Legacy Air LLC,0,sub
2020-03-03,Cessna 525C Citation CJ4,Textron Inc.,0,sub
2020-03-03,Cessna 525 CitationJet CJ1,"Crye-Leike South, Inc",0,sub
2020-03-03,Beechcraft B300 King Air 350i,Carol 1 LLC,0,w/o
2020-03-03,Dassault Falcon 2000,"Caridad Aviation, LLC",0,sub
2020-03-03,Cessna S550 Citation S/II,private,0,sub
2020-03-05,Cessna 208B Super Cargomaster,"FedEx Express, opb CSA Air",0,sub
2020-03-06,de Havilland Canada DHC-6 Vista Liner 300,Grand Canyon Airlines,0,sub
2020-03-08,Boeing 767-3Q8ER,Omni Air International,0,sub
2020-03-09,Airbus A330-343,Thai Airways International,0,sub
2020-03-09,Gulfstream G-IVSP,"Platinum Jet Co., Ltd.",0,sub
2020-03-12,de Havilland Canada DHC-3T Vazar Turbine Otter,Martini Aviation Ltd.,0,sub
2020-03-12,Beechcraft 200 Super King Air,private,2,w/o
2020-03-13,Cessna 525 CitationJet,Servicios 5250084,2,w/o
2020-03-14,Raytheon Hawker 800XP,Gemini Air Group,0,sub
2020-03-17,Cessna 208B Super Cargomaster,Planemasters,1,w/o
2020-03-19,Cessna 208 Caravan I,Mission Aviation Fellowship - MAF,0,sub
2020-03-21,Boeing 757-223 (WL),American Airlines,0,sub
2020-03-22,Hawker Siddeley HS-125-F400B,private,0,sub
2020-03-28,Cessna 501 Citation I/SP,RBR Development LLC,0,w/o
2020-03-28,Cessna 525A CitationJet CJ2+,Hog Air Aviation LLC,0,w/o
2020-03-29,IAI 1124A Westwind II,Lionair Inc.,8,w/o
2020-04-05,Antonov An-26,Libyan National Army,0,w/o
2020-04-12,Boeing 737-881 (WL),"All Nippon Airways - ANA, opb ANA Wings",0,non
2020-04-16,Cessna 208 Caravan I,Mike's Oilfield Services Ltd.,0,sub
2020-04-19,British Aerospace BAe-125-700A,private,2,w/o
2020-04-20,British Aerospace BAe-125-800A,private,0,w/o
2020-04-23,Lockheed C-130J-30 Super Hercules,United States Air Force - USAF,0,sub
2020-04-24,IAI 1125 Astra SP,Inversiones SC 2012,0,sub
2020-04-28,Beechcraft A100 King Air,Buffalo Airways,0,sub
2020-05-02,Beechcraft B200 Super King Air,Province of Saskatchewan Ministry of Central Services,0,sub
2020-05-04,Learjet 25D,Dos Mil Aerosistema,0,sub
2020-05-04,Embraer EMB-120RT Brasilia,African Express Airways,6,w/o
2020-05-05,Learjet 35A,MD Fly,3,w/o
2020-05-07,Hawker Siddeley HS-125,private,0,w/o
2020-05-08,Beechcraft 1900C,Ameriflight,0,sub
2020-05-09,Ilyushin Il-78,Libyan Air Force,0,w/o
2020-05-09,Learjet 60XR,United Aviation,0,w/o
2020-05-16,Let L-410MA,Unknown,0,sub
2020-05-19,Cessna 501 Citation I/SP,McWilliams LLC,0,sub
2020-05-19,Boeing 737-8Q8 (WL),Swift Air,0,sub
2020-05-21,Beechcraft 400A Beechjet,Sanjiv Goenka Group,0,sub
2020-05-21,Embraer C-95BM Bandeirante (EMB-110),Força Aérea Brasileira - FAB,0,sub
2020-05-22,Airbus A320-214,Pakistan International Airlines - PIA,0,w/o
2020-05-26,Beechcraft 200 Super King Air,private,0,w/o
2020-05-28,British Aerospace BAe-125-700A,private,0,sub
2020-05-30,Antonov An-2,Taraz Zhana Alem,0,sub
2020-05-30,de Havilland Canada DHC-6 Twin Otter 100,"Kapowsin Air Sports, opf Skydive San Diego",0,sub
2020-05-30,Beechcraft 200 Super King Air,private,0,w/o
2020-06-08,Dornier 228-212,Netherlands Coast Guard (Kustwacht),0,min
2020-06-08,Lockheed C-130H3 Hercules,United States Air Force - USAF,0,sub
2020-06-09,Beechcraft 1900D,Sunwest Aviation,0,sub
2020-06-13,Beechcraft 300 Super King Air 350,Gama Aviation Signature,0,sub
2020-06-14,Airbus A320-271N,IndiGo Airlines,0,non
2020-06-14,Airbus A320-232,Ural Airlines,0,sub
2020-06-14,Airbus A320-271N,S7 Airlines,0,min
2020-06-15,Grumman G-1159 Gulfstream II,private,1,w/o
2020-06-16,Embraer ERJ-145EP,Loganair,0,min
2020-06-16,de Havilland Canada DHC-8-402Q Dash 8,Nordic Aviation Capital,0,sub
2020-06-19,Gulfstream Aerospace G-1159A Gulfstream III,private,0,w/o
2020-06-28,Cessna 560XL Citation XLS,Jindal Steel & Power Ltd.,0,sub
2020-07-02,Grumman G-1159 Gulfstream II SP,Private,0,w/o
2020-07-05,Boeing 737-7H4,Southwest Airlines,0,non
2020-07-05,British Aerospace BAe-125-700A,private,0,w/o
2020-07-07,Airbus A319-111,Chair Airlines,0,w/o
2020-07-07,Hawker 800XP,private,0,w/o
2020-07-09,Embraer ERJ-175LR,"Envoy Air, opf American Eagle",0,non
2020-07-09,Airbus A319-132,LATAM Airlines Brasil,0,non
2020-07-10,Learjet 45,Aeroparadise SA,0,sub
2020-07-13,Britten-Norman BN-2A-27 Islander,Tropic Air Charters,0,sub
2020-07-13,Antonov An-2R,Zeus-Avia,2,w/o
2020-07-14,Boeing 737-8S3 (WL),Mango,0,non
2020-07-14,de Havilland Canada DHC-8-402Q (PF) Dash 8,Blue Bird Aviation,0,w/o
2020-07-15,Beechcraft B300 King Air 350i,Turkish Police,7,w/o
2020-07-17,Beechcraft 200 Super King Air,Skyjet Aviation,0,sub
2020-07-19,Antonov An-2R,Phoenix,6,w/o
2020-07-20,Beechcraft B200 Super King Air,private,0,sub
2020-07-22,Beechcraft 400A Beechjet,N425BJ LLC,0,sub
2020-07-22,Boeing 777-F60,Ethiopian Airlines,0,w/o
2020-07-23,Airbus A310-304,Mahan Air,0,non
2020-07-25,Cessna 208B Grand Caravan,AX Transporter,0,sub
2020-07-26,Gulfstream Aerospace G-1159A Gulfstream III,private,0,w/o
2020-07-28,Boeing 737-3Z0 (SF),Trigana Air Service,0,min
2020-07-30,Beechcraft 200 Super King Air,private,0,w/o
2020-08-01,Airbus A321-211 (WL),Aeroflot Russian International Airlines,0,sub
2020-08-03,Antonov An-74TK-100,"UTair-Cargo, opf United Nations - UN",0,w/o
2020-08-04,Harbin Y-12-II,Kenya Air Force - KAF,0,sub
2020-08-07,Boeing 737-8HG (WL),Air India Express,21,w/o
2020-08-08,British Aerospace BAe-125,private,0,w/o
2020-08-08,Canadair CL-215-1A10,"Aut, Nacional de Emergência e Proteção Civil, opb Babcock",1,w/o
2020-08-09,British Aerospace BAe-125-800A,private,0,w/o
2020-08-10,Rockwell Sabreliner 75A,private,2,w/o
2020-08-12,Airbus A320-214,Iberia,0,non
2020-08-12,Beechcraft B200 King Air,private,0,w/o
2020-08-13,Let L-410UVP-E3,Doren Air Congo,4,w/o
2020-08-16,Cessna 208B Grand Caravan,City Link,0,w/o
2020-08-18,ATR 72-600 (72-212A),Air Senegal,0,sub
2020-08-19,Boeing 767-3S2FER,FedEx,0,sub
2020-08-20,Beechcraft 200 Super King Air,Bomac Air,1,w/o
2020-08-22,Antonov An-26B,"South West Aviation, lsf Skyway Air",9,w/o
2020-08-27,Boeing 747SP-21,Las Vegas Sands Corporation,0,sub
2020-08-28,Boeing 767-324ER,Omni Air International,0,sub
2020-08-29,Boeing 737-81D (WL),Skymark Airlines,0,sub
2020-08-29,Dassault Falcon 200,private,0,sub
2020-09-04,Fairchild SA227-AC Metro III,Ameriflight,0,sub
2020-09-07,Cessna 208B Grand Caravan,Grand Canyon Airlines,0,sub
2020-09-07,Gulfstream G200 Galaxy,W.R.V. Empreendimentos e Participacoes Ltda.,0,sub
2020-09-11,Cessna 208B Grand Caravan,Unknown,0,w/o
2020-09-15,Beechcraft 200 King Air,private,0,w/o
2020-09-16,Cessna 560 Citation Encore,Connair Consulting LLC,0,sub
2020-09-18,Learjet,private,0,w/o
2020-09-19,Fokker 50,"Silverstone Air Services, opf Saacid Airlines",0,w/o
2020-09-21,Learjet 35,private,0,w/o
2020-09-22,Cessna 208B Grand Caravan,private,0,sub
2020-09-23,British Aerospace BAe-125-800A,private,4,w/o
2020-09-25,British Aerospace BAe-125,private,0,w/o
2020-09-25,Antonov An-26Sh,Ukraine Air Force,26,w/o
2020-09-27,Canadair CL-600-1A11 Challenger 600,private,0,w/o
2020-09-28,Antonov An-2,Unknown,0,w/o
2020-09-29,Lockheed KC-130J Hercules,United States Marine Corps,0,sub
2020-09-30,Boeing 777-232ER,Delta Air Lines,0,non
2020-10-04,Gulfstream American G-1159A Gulfstream III,private,0,w/o
2020-10-05,de Havilland Canada DHC-6 Twin Otter 300,Trans Maldivian Airways,0,sub
2020-10-05,British Aerospace BAe-125,private,0,w/o
2020-10-05,Hawker 850XP,Ratchthani Leasing Public Company Limited,0,sub
2020-10-06,Boeing 737-4B6 (SF),AerCaribe Cargo,0,w/o
2020-10-10,Douglas C-54E (DC-4),Alaska Air Fuel,0,sub
2020-10-10,Cessna 208B Grand Caravan,Duk Air Travel,0,sub
2020-10-14,Airbus A320-200,,0,non
2020-10-14,Beechcraft 99A Airliner,Freight Runners Express,0,sub
2020-10-14,Antonov An-32A,AerCaribe Peru,0,w/o
2020-10-16,Britten-Norman BN-2A-27 Islander,Caroline Islands Air,0,sub
2020-10-21,Learjet 60,Worldwide Jet Charter Inc,0,sub
2020-10-22,de Havilland Canada DHC-6 Twin Otter 300,Trans Maldivian Airways,0,sub
2020-10-23,Bombardier DHC-8-402Q Dash 8,Oriental Air Bridge,0,sub
2020-10-24,Embraer ERJ-145LR,"American Eagle, opb Envoy Air",0,sub
2020-10-29,Gulfstream American G-1159A Gulfstream III,private,3,w/o
2020-10-29,Britten-Norman BN-2A-26 Islander,St. Bernard Parish Government,0,sub
2020-10-30,Antonov An-2,private,0,sub
2020-10-30,Embraer EMB-500 Phenom 100,TRACBEL,0,w/o
2020-10-31,Cessna AC-208B Combat Caravan,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),2,w/o
2020-11-01,Raytheon Beechjet 400A,Georgia Jet,0,sub
2020-11-05,Fairchild SA227-AC Metro III,Dos Mil Aerosistema,0,sub
2020-11-09,Rockwell Sabreliner 65,private,1,w/o
2020-11-11,British Aerospace BAe-125-800B,private,0,w/o
2020-11-12,British Aerospace 3201 Jetstream 32EP,SAETA Peru,0,sub
2020-11-13,Bombardier CRJ-701ER,"SkyWest Airlines, opf American Eagle",0,non
2020-11-13,Antonov An-124-100,Volga-Dnepr Airlines,0,sub
2020-11-15,Grumman G-1159 Gulfstream II SP,private,0,w/o
2020-11-16,ATR 72-500 (72-212A),TruJet,0,sub
2020-11-23,Beechcraft 200 King Air,Air-Glaciers,0,sub
2020-11-23,de Havilland Canada DHC-8-314 Dash 8,Voyageur Airways,0,sub
2020-11-23,de Havilland Canada DHC-7-110,British Antarctic Survey,0,sub
2020-11-26,ATR 42-300,Calm Air International,0,sub
2020-11-28,Embraer EMB-110P1 Bandeirante,Cubana de Aviación,0,sub
2020-11-30,Cessna 208B Grand Caravan,Royal Bahamas Defence Force,0,sub
2020-12-01,de Havilland Canada DHC-6 Vista Liner 300,Air Sanga,0,sub
2020-12-02,Cessna 551 Citation II/SP,Aviation Star S II LLC,0,sub
2020-12-02,Boeing 737-529,Air Djibouti,0,sub
2020-12-05,British Aerospace BAe-125-800A,private,0,w/o
2020-12-05,Beechcraft A100 King Air,Airco Aircraft Charters,0,sub
2020-12-09,Shijiazhuang Y-5B,Xinjiang General Aviation,0,w/o
2020-12-09,Antonov An-2R,private,1,w/o
2020-12-10,Gulfstream Aerospace G-1159A Gulfstream III,private,0,w/o
2020-12-13,Eclipse 500,private,0,sub
2020-12-16,Embraer EMB-500 Phenom 100,Executive Aviation Investors Inc,0,sub
2020-12-19,British Aerospace BAe-125-700A,private,1,w/o
2020-12-20,Raytheon Hawker 800XP,Talon Air,0,sub
2020-12-22,Cessna 525 Citation M2,La Barca Empreendimentos Ltda,0,sub
2020-12-23,Airbus A320-232,United Airlines,0,non
2020-12-30,Cessna 208B Supervan 900,Blue Wing Airlines,0,sub
2019-01-07,Saab 340B,RAF-AVIA,0,sub
2019-01-12,Boeing 737-524 (WL),UTair Aviation,0,sub
2019-01-12,Canadair CL-600-2A12 Challenger 601,TW 601-C Investment LLC,0,sub
2019-01-14,Boeing 707-3J9C,"Saha Air, lsf Islamic Republic of Iran Air Force - IRIAF",15,w/o
2019-01-16,Cessna 208B Grand Caravan,Air Services Limited - ASL,0,sub
2019-01-18,Boeing 777-212ER,Singapore Airlines,0,non
2019-01-21,Aero Modifications AMI DC-3-65TP,Priority Air Charter,2,sub
2019-01-22,Boeing 737-8LJ (WL),Aeroflot Russian International Airlines,0,non
2019-01-23,de Havilland Canada DHC-8-102 Dash 8,Air Creebec,0,sub
2019-01-26,Airbus A321-231,Onur Air,0,sub
2019-01-28,Airbus A320-214 (WL),Frontier Airlines,0,sub
2019-01-28,Boeing 727-2B6 Adv. (F),Kalitta Charters,0,sub
2019-01-28,ATR 72-500 (72-212A),"Air Europa, opb Swiftair",0,sub
2019-01-29,Beechcraft B200 King Air,Guardian Flight,3,w/o
2019-01-30,Beechcraft 200 Super King Air,Air Tindi,2,w/o
2019-02-03,Boeing 787-8 Dreamliner,United Airlines,0,non
2019-02-04,Boeing 737-332,"Tarco Air, opf Sudan Airways",0,non
2019-02-05,Boeing 737-823 (WL),American Airlines,0,non
2019-02-08,Airbus A321-251N,Novair,0,sub
2019-02-08,Convair C-131B Samaritan,Conquest Air Cargo,1,w/o
2019-02-09,Cessna 208 Caravan I,RICO Taxi Aéreo,0,sub
2019-02-09,Embraer ERJ 190AR (ERJ-190-100 IGW),Kenya Airways,0,sub
2019-02-11,Raytheon Beechjet 400A,Stein's Aircraft Services,0,sub
2019-02-13,Embraer ERJ-175LR (ERJ-170-200 LR),"Delta Airlines, opb Compass Airlines",0,min
2019-02-13,de Havilland Canada DHC-6 Twin Otter 300,Winair,0,non
2019-02-13,Boeing 787-9 Dreamliner,KLM Royal Dutch Airlines,0,min
2019-02-13,Boeing 747-406M,KLM Royal Dutch Airlines,0,min
2019-02-17,Boeing 737-832 (WL),Delta Air Lines,0,non
2019-02-23,Boeing 767-375ER (BCF) (WL),"Amazon Air, opb Atlas Air",3,w/o
2019-02-24,Boeing 737-8E9 (WL),Biman Bangladesh Airlines,1,min
2019-02-25,de Havilland Canada EO-5C (DHC-7-102),United States Army,0,sub
2019-02-26,Gulfstream G200 Galaxy,Silk Way Business Aviation,0,sub
2019-02-27,Boeing 777-223ER,American Airlines,0,non
2019-02-28,Embraer ERJ-195LR (ERJ-190-200 LR),Flybe,0,non
2019-03-02,de Havilland Canada DHC-8-402Q Dash 8,Flybe,0,sub
2019-03-03,Bombardier BD-100 Challenger 350,private,0,w/o
2019-03-03,Airbus A320-214 (WL),Avianca Brasil,0,sub
2019-03-03,Honda HA-420 HondaJet,Banyan Jet Service,0,w/o
2019-03-03,Beechcraft 1900D,Tassili Airlines,0,sub
2019-03-04,Cessna 208B Grand Caravan,Amik Aviation,0,sub
2019-03-04,Embraer EMB-145XR,"United Express, opb CommutAir",0,sub
2019-03-07,Learjet 35A,Baires Fly,0,sub
2019-03-09,Gulfstream G-IV,Waffle House Inc.,0,sub
2019-03-09,Douglas DC-3,LASER Aéreo Colombia,14,w/o
2019-03-10,Boeing 737-832 (WL),Delta Air Lines,0,sub
2019-03-10,Bombardier CRJ-900LR,"PSA Airlines, opf American Eagle",0,sub
2019-03-10,Bombardier CL-600-2C10 Regional Jet CRJ-702ER,"PSA Airlines, opf American Eagle",0,sub
2019-03-10,Hawker Siddeley HS-125-600A,private,1,w/o
2019-03-10,Boeing 737 MAX 8,Ethiopian Airlines,157,w/o
2019-03-11,de Havilland Canada CC-138 Twin Otter (DHC-6),Royal Canadian Air Force - RCAF,0,sub
2019-03-12,Beechcraft A100 King Air,Golden Wings Aviation Inc.,0,sub
2019-03-14,Cessna 650 Citation III,RP Sales and Leasing Inc.,0,sub
2019-03-18,IAI 1124 Westwind,Sundance Airport FBO LLC,2,w/o
2019-03-18,Bombardier BD-100-1A10 Challenger 300,Berjaya Air,0,sub
2019-03-19,Fokker 100,Iran Air,0,sub
2019-03-21,ATR 72-500 (72-212A),Afrijet,0,sub
2019-03-22,Rockwell Sabreliner 60,private,0,w/o
2019-03-23,Airbus A320-232,Wizz Air,0,min
2019-03-23,Beechcraft B200 Super King Air,Major Blue Air,1,w/o
2019-03-27,Boeing 737-7H4 (WL),Southwest Airlines,0,sub
2019-03-27,Antonov An-2,Empresa Nacional de Servicios Aéreos-ENSA,0,sub
2019-04-03,Airbus A320-214,easyJet,0,min
2019-04-04,McDonnell Douglas MD-88,Delta Air Lines,0,sub
2019-04-04,de Havilland Canada DHC-8-402Q Dash 8,Austrian Airlines,0,sub
2019-04-08,British Aerospace 4100 Jetstream 41,Sky High Aviation Services,0,sub
2019-04-10,Airbus A321-231 (WL),American Airlines,0,sub
2019-04-11,Boeing 737-924ER (WL),United Airlines,0,non
2019-04-13,Rockwell Sabreliner 65,Classic Aviation,3,w/o
2019-04-14,Let L-410UVP-E20,Summit Air,0,w/o
2019-04-16,Bombardier BD-700-1A11 Global 5000,Luftwaffe,0,sub
2019-04-16,Pilatus Britten-Norman BN-2B-27 Islander,Archipiélagos Servicios Aéreos,6,w/o
2019-04-22,Airbus A320-232 (WL),Thai Smile,0,non
2019-04-22,Antonov An-26,Asia Airways,0,sub
2019-04-23,Cessna 208 Caravan I,private,0,sub
2019-04-24,Beechcraft B200 Super King Air,Keewatin Air,0,sub
2019-04-24,Cessna 551 Citation II/SP,private,0,sub
2019-04-30,Boeing 737-33A (WL),Jet2,0,sub
2019-04-30,Boeing 737-73S (WL),Ryanair,0,sub
2019-05-02,Boeing 737-8GJ (WL),T'way Air,0,non
2019-05-03,Douglas C-47A-25-DK (DC-3C),Buffalo Airways,0,sub
2019-05-03,Boeing 737-81Q (WL),Miami Air International,0,sub
2019-05-04,Antonov An-2R,Voskhod LLC,0,sub
2019-05-04,Learjet 45,Skyservice Business Aviation,0,unk
2019-05-05,Canadair CL-600-2B16 Challenger 601-3A,Compañia de Aviación y Logística Empresarial,13,w/o
2019-05-05,Sukhoi Superjet 100-95B,Aeroflot Russian International Airlines,41,w/o
2019-05-07,Antonov An-2R,private,0,w/o
2019-05-07,de Havilland Canada DHC-6 Twin Otter 300,Air Inuit,0,sub
2019-05-08,de Havilland Canada DHC-8-402Q Dash 8,Biman Bangladesh Airlines,0,w/o
2019-05-10,de Havilland Canada DHC-8-311 Dash 8,"Air Canada Express, opb Jazz Aviation",0,sub
2019-05-11,Cessna 208B Supervan 900,Parachutisme Nouvel Air,0,sub
2019-05-12,Embraer ERJ-190LR,Myanmar National Airlines,0,min
2019-05-13,Boeing 737-9B5,Korean Air,0,non
2019-05-13,de Havilland Canada DHC-3T Vazar Turbine Otter,Taquan Air,0,sub
2019-05-18,Gulfstream American G-1159 Gulfstream II SP,private,0,w/o
2019-05-22,Cessna S550 Citation S/II,private,2,w/o
2019-05-22,Antonov An-2R,private,0,w/o
2019-05-24,Cessna 560 Citation Encore,Jet Sales LLC,1,w/o
2019-05-25,Boeing 737-8H4 (WL),Southwest Airlines,0,non
2019-05-25,Airbus A320-214 (WL),Batik Air,0,non
2019-05-28,Airbus A320-232,Jetblue Airways,0,non
2019-05-29,Antonov An-124-100,Libyan Air Cargo,0,w/o
2019-06-03,Antonov An-32,Indian Air Force - IAF,13,w/o
2019-06-07,Antonov An-2T,TSO Ukrayiny,0,sub
2019-06-09,Boeing 737-924ER (WL),United Airlines,0,sub
2019-06-09,Antonov An-2R,Feniks,0,sub
2019-06-11,CASA C-212 Aviocar 200,EP Aviation,0,sub
2019-06-13,Beechcraft B200 Super King Air,Unknown,0,w/o
2019-06-15,ATR 42-320,MAP Linhas Aéreas,0,sub
2019-06-15,Boeing 757-224 (WL),United Airlines,0,sub
2019-06-17,Boeing 737-8H4 (WL),Southwest Airlines,0,sub
2019-06-17,Cessna 680 Citation Sovereign,Banco Macro,0,sub
